朝向,楼层,成交,单价,成交价,税费,区县,区域,装修,电梯,小区,布局,面积
东,中楼层(共6层) 1990年建板楼,2018.07.19,103543,380,近地铁,东城,安定门,精装,无电梯,安德路47号院,1室1厅,36.7
南 北,中楼层(共22层) 2001年建塔楼,2018.07.18,88963,1080,房屋满两年,东城,安定门,简装,有电梯,中景濠庭,2室1厅,121.4
东,中楼层(共14层) 1989年建塔楼,2018.07.18,102079,447,房屋满五年,东城,安定门,其他,有电梯,安德路乙61号院,1室1厅,43.79
东 西北,顶层(共16层) 1988年建塔楼,2018.07.16,105383,699,近地铁,东城,安定门,精装,有电梯,安外东河沿,3室1厅,66.33
南 西 北,高楼层(共6层) 1990年建板楼,2018.07.14,88180,693,房屋满五年,东城,安定门,简装,无电梯,黄寺大街2号院,3室1厅,78.59
西南,低楼层(共18层) 1993年建塔楼,2018.07.11,93705,515,房屋满五年,东城,安定门,其他,有电梯,上龙西里,1室1厅,54.96
东 西 北,中楼层(共5层) 1986年建板楼,2018.07.11,119920,475,房屋满五年,东城,安定门,精装,无电梯,花园胡同8号院,1室1厅,39.61
东,中楼层(共14层) 1989年建塔楼,2018.07.10,94771,415,房屋满五年,东城,安定门,其他,有电梯,安德路乙61号院,1室1厅,43.79
西北,高楼层(共18层) 1999年建塔楼,2018.07.09,90469,710,房屋满五年,东城,安定门,其他,有电梯,青年湖北里,2室1厅,78.48
南,低楼层(共20层) 1983年建塔楼,2018.07.07,88450,595,近地铁,东城,安定门,其他,有电梯,外馆东街50号院,2室1厅,67.27
东 西,中楼层(共11层) 1992年建板塔结合,2018.07.05,92797,619.6,房屋满两年,东城,安定门,精装,有电梯,鼓楼外大街52号,2室1厅,66.77
东南 南 西南,高楼层(共16层) 2001年建塔楼,2018.07.05,111925,1820,房屋满五年,东城,安定门,其他,有电梯,华府景园,3室2厅,162.61
东,中楼层(共20层) 1985年建塔楼,2018.07.04,78297,465,房屋满五年,东城,安定门,其他,有电梯,外馆东街50号院,2室1厅,59.39
东 西,中楼层(共11层) 1992年建板塔结合,2018.07,,,房屋满两年,东城,安定门,精装,有电梯,鼓楼外大街52号,2室1厅,64.32
南 北,中楼层(共5层) 1988年建板楼,2018.07,,,房屋满五年,东城,安定门,简装,无电梯,国祥胡同4号院,2室0厅,53.55
东 西,高楼层(共14层) 1998年建塔楼,2018.07,,,房屋满五年,东城,安定门,精装,有电梯,上龙嘉园,3室2厅,151
东 北,中楼层(共19层) 2001年建塔楼,2018.07,,,房屋满五年,东城,安定门,简装,有电梯,,,
东 西,中楼层(共8层) 1999年建板塔结合,2018.07,,,房屋满五年,东城,安定门,精装,有电梯,湖景苑,3室2厅,156.75
西,低楼层(共7层) 2002年建板楼,2018.07,,,房屋满五年,东城,安定门,简装,无电梯,永康胡同1号院,1室1厅,48.92
南 西,中楼层(共19层) 2001年建塔楼,2018.07,,,近地铁,东城,安定门,精装,有电梯,凯景铭座,4室2厅,183.18
南 北,中楼层(共20层) 1982年建塔楼,2018.07,,,房屋满五年,东城,安定门,简装,有电梯,安外东河沿,3室1厅,73.1
北,中楼层(共17层) 2006年建塔楼,2018.07,,,近地铁,东城,安定门,其他,有电梯,西营房,1室0厅,36.31
南 西,中楼层(共22层) 2001年建塔楼,2018.07,,,近地铁,东城,安定门,其他,有电梯,中景濠庭,3室1厅,191
南 西,中楼层(共19层) 2001年建塔楼,2018.07,,,近地铁,东城,安定门,其他,有电梯,凯景铭座,2室1厅,137.39
西,低楼层(共19层) 2006年建塔楼,2018.07,,,近地铁,东城,安定门,其他,有电梯,西营房,2室1厅,85.12
南,高楼层(共12层) 2001年建板塔结合,2018.07,,,,东城,安定门,其他,有电梯,华府景园,2室1厅,113.6
南 北,顶层(共6层) 1988年建板楼,2018.07,,,房屋满五年,东城,安定门,精装,无电梯,青年湖东里,3室1厅,71.3
南 北,中楼层(共6层) 1977年建板楼,2018.07,,,近地铁,东城,安定门,精装,无电梯,朗家胡同24号院,2室1厅,52.89
南,顶层(共6层) 1988年建板楼,2018.07,,,房屋满两年,东城,安定门,简装,无电梯,青年湖东里,1室1厅,42.57
西 南 北,低楼层(共21层) 2005年建板楼,2018.07,,,近地铁,东城,安定门,精装,有电梯,中轴国际,4室2厅,530
南 北,底层(共6层) 1979年建板楼,2018.07,,,房屋满五年,东城,安定门,其他,无电梯,外馆东街50号院,3室1厅,68.22
东 北,高楼层(共18层) 1988年建塔楼,2018.07,,,房屋满五年,东城,安定门,简装,有电梯,上龙西里,3室1厅,63.95
南 北,低楼层(共6层) 1987年建板楼,2018.07,,,房屋满五年,东城,安定门,精装,无电梯,安德里北街24号院,2室1厅,54.93
南,低楼层(共14层) 1996年建板塔结合,2018.07,,,近地铁,东城,安定门,精装,有电梯,青年湖南街,1室1厅,52.16
南 北,低楼层(共6层) 1986年建板楼,2018.07,,,房屋满两年,东城,安定门,简装,,安德路55号院,2室1厅,57.84
南 北,中楼层(共12层) 1989年建板楼,2018.06.30,102776,685,房屋满五年,东城,安定门,毛坯,有电梯,安德路乙61号院,3室1厅,66.65
西南,中楼层(共11层) 1983年建板楼,2018.06.30,98497,688,房屋满五年,东城,安定门,精装,有电梯,安外西河沿,2室1厅,69.85
东,底层(共6层) 1986年建板楼,2018.06.30,119823,405,房屋满五年,东城,安定门,精装,无电梯,花园胡同,1室1厅,33.8
南 北,顶层(共6层) 1985年建板楼,2018.06.29,102665,632,挂牌640万,东城,安定门,简装,,中绦胡同甲2号院,2室1厅,61.56
东 西,中楼层(共6层) 1997年建板楼,2018.06.28,96201,600,挂牌620万,东城,安定门,简装,无电梯,地兴居,2室1厅,62.37
西南,中楼层(共16层) 2001年建塔楼,2018.06.27,93905,966,挂牌1000万,东城,安定门,精装,有电梯,华府景园,2室2厅,102.87
南 北,中楼层(共18层) 1988年建塔楼,2018.06.25,90759,710,房屋满五年,东城,安定门,精装,有电梯,青年湖东里,3室1厅,78.23
南,中楼层(共6层) 1988年建板楼,2018.06.25,100000,420,近地铁,东城,安定门,其他,无电梯,青年湖东里,1室1厅,42
西,中楼层(共6层) 1992年建板楼,2018.06.24,83979,423,近地铁,东城,安定门,其他,无电梯,青年湖东里,1室1厅,50.37
东南,中楼层(共24层) 2005年建板塔结合,2018.06.24,103706,1072,挂牌1137万,东城,安定门,精装,有电梯,巷上嘉园,2室1厅,103.37
南 北,中楼层(共18层) 1988年建塔楼,2018.06.22,92452,730,房屋满五年,东城,安定门,精装,有电梯,青年湖东里,3室1厅,78.96
南,中楼层(共6层) 1986年建板楼,2018.06.22,99577,400,近地铁,东城,安定门,其他,无电梯,青年湖东里,1室1厅,40.17
东 西,高楼层(共7层) 2002年建板楼,2018.06.20,114609,772,房屋满两年,东城,安定门,精装,无电梯,永康胡同1号院,2室1厅,67.36
东,中楼层(共11层) 2012年建板楼,2018.06.18,88635,790,近地铁,东城,安定门,简装,有电梯,上龙西里,2室1厅,89.13
北,高楼层(共17层) 2006年建塔楼,2018.06.18,100799,366,房屋满两年,东城,安定门,其他,有电梯,西营房,1室0厅,36.31
东 北,高楼层(共12层) 2001年建板塔结合,2018.06.15,91792,1050,挂牌1100万,东城,安定门,精装,有电梯,华府景园,2室1厅,114.39
南 北,顶层(共5层) 1980年建板楼,2018.06.15,92892,558,房屋满五年,东城,安定门,精装,无电梯,青年湖东里,2室1厅,60.07
东南,中楼层(共16层) 1992年建塔楼,2018.06.15,102029,659,房屋满五年,东城,安定门,其他,有电梯,安外东河沿,2室1厅,64.59
南,低楼层(共19层) 2006年建塔楼,2018.06.10,91269,900,房屋满五年,东城,安定门,精装,有电梯,西营房,2室1厅,98.61
南 北,中楼层(共6层) 1977年建板楼,2018.06.08,100901,538,房屋满两年,东城,安定门,简装,无电梯,朗家胡同24号院,2室1厅,53.32
南,中楼层(共6层) 1985年建板楼,2018.06.07,104983,571,房屋满五年,东城,安定门,简装,,中绦胡同甲2号院,2室1厅,54.39
南 东北,中楼层(共19层) 2001年建塔楼,2018.06.07,74840,1169,房屋满五年,东城,安定门,精装,有电梯,凯景铭座,3室2厅,156.2
西,低楼层(共16层) 2006年建塔楼,2018.06.07,84049,460,挂牌470万,东城,安定门,其他,有电梯,西营房,1室1厅,54.73
东 西,中楼层(共6层) 1990年建板楼,2018.06.06,102893,690,房屋满五年,东城,安定门,精装,无电梯,永康胡同18号院,3室1厅,67.06
西北,高楼层(共19层) 2001年建塔楼,2018.06.06,75673,1182,挂牌1280万,东城,安定门,其他,有电梯,凯景铭座,3室1厅,156.2
南 北,高楼层(共6层) 1987年建板楼,2018.06.05,92712,505,挂牌515万,东城,安定门,精装,无电梯,青年湖北里,2室1厅,54.47
南 北,中楼层(共10层) 1997年建板塔结合,2018.06.05,91177,900,房屋满五年,东城,安定门,精装,有电梯,青年湖北里,3室1厅,98.71
东 西,低楼层(共6层) 1988年建板楼,2018.06.03,85696,520,房屋满五年,东城,安定门,其他,无电梯,青年湖北里,2室1厅,60.68
南 北,中楼层(共6层) 1989年建板楼,2018.06.01,101515,590,房屋满五年,东城,安定门,精装,无电梯,安外东河沿,2室1厅,58.12
西南,高楼层(共18层) 1996年建塔楼,2018.06,,,近地铁,东城,安定门,其他,有电梯,上龙西里,3室1厅,186
南 西 北,低楼层(共6层) 1990年建板楼,2018.06,,,近地铁,东城,安定门,其他,无电梯,黄寺大街2号院,2室1厅,58.38
南 北,中楼层(共7层) 2002年建板楼,2018.06,,,近地铁,东城,安定门,其他,无电梯,永康胡同1号院,2室1厅,67
暂无数据,底层(共6层) 2000年建板楼,2018.06,,,近地铁,东城,安定门,其他,,,,
南 北,中楼层(共7层) 2002年建板楼,2018.06,,,近地铁,东城,安定门,其他,无电梯,永康胡同1号院,2室1厅,67
西,中楼层(共19层) 2006年建塔楼,2018.06,,,房屋满五年,东城,安定门,简装,有电梯,西营房,3室1厅,110.48
东 西,低楼层(共6层) 1988年建板楼,2018.06,,,房屋满五年,东城,安定门,简装,无电梯,安外大街3号院,2室1厅,56.82
东 南 北,中楼层(共18层) 1996年建塔楼,2018.06,,,近地铁,东城,安定门,简装,有电梯,上龙西里,4室2厅,227.94
南 北,中楼层(共18层) 1988年建塔楼,2018.06,,,近地铁,东城,安定门,其他,有电梯,青年湖东里,3室1厅,78.75
南 北,低楼层(共12层) 1980年建板塔结合,2018.06,,,近地铁,东城,安定门,其他,有电梯,六铺炕,3室2厅,80.95
西南 东北,低楼层(共18层) 1993年建塔楼,2018.05.31,105617,850,近地铁,东城,安定门,精装,有电梯,上龙西里,3室1厅,80.48
东,中楼层(共5层) 1980年建板楼,2018.05.31,96943,371,近地铁,东城,安定门,其他,无电梯,青年湖东里,1室1厅,38.27
西,中楼层(共6层) 1992年建板楼,2018.05.31,80008,403,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,1室1厅,50.37
北,低楼层(共22层) 2001年建板塔结合,2018.05.30,80178,595,近地铁,东城,安定门,简装,有电梯,中景濠庭,1室1厅,74.21
东,顶层(共11层) 1992年建板塔结合,2018.05.30,105904,470,房屋满五年,东城,安定门,简装,有电梯,鼓楼外大街52号,1室1厅,44.38
南 北,顶层(共5层) 1980年建板楼,2018.05.30,89417,588,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,3室1厅,65.76
南 北,中楼层(共5层) 1986年建板楼,2018.05.30,105961,816,挂牌870万,东城,安定门,简装,,青年湖西里,3室1厅,77.01
东 西,底层(共6层) 1980年建板楼,2018.05.29,96445,765,挂牌793万,东城,安定门,精装,无电梯,六铺炕,3室1厅,79.32
南 北,顶层(共5层) 1988年建板楼,2018.05.29,85629,485,房屋满两年,东城,安定门,简装,无电梯,青年湖北里,2室1厅,56.64
南 北,中楼层(共6层) 1995年建板楼,2018.05.29,100516,585,房屋满五年,东城,安定门,精装,,青年湖南街6号院,2室1厅,58.2
东 西,顶层(共10层) 1992年建板塔结合,2018.05.28,90162,625,房屋满五年,东城,安定门,简装,有电梯,青年湖南街,2室1厅,69.32
南 北,顶层(共6层) 1986年建板楼,2018.05.27,94546,650,房屋满五年,东城,安定门,精装,无电梯,安德路47号院,3室1厅,68.75
东,顶层(共12层) 1988年建板塔结合,2018.05.27,90766,518,房屋满五年,东城,安定门,简装,有电梯,安外大街3号院,2室1厅,57.07
西南,低楼层(共19层) 2006年建塔楼,2018.05.27,87561,782,房屋满五年,东城,安定门,精装,有电梯,西营房,2室1厅,89.31
南,低楼层(共18层) 1988年建塔楼,2018.05.25,92361,428,房屋满五年,东城,安定门,其他,有电梯,青年湖东里,1室1厅,46.34
南,底层(共6层) 1982年建板楼,2018.05.24,98110,410,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,1室1厅,41.79
南,中楼层(共6层) 1979年建板楼,2018.05.24,82463,300,近地铁,东城,安定门,其他,无电梯,外馆东街50号院,1室1厅,36.38
南 西北,中楼层(共19层) 2006年建塔楼,2018.05.24,82024,840,房屋满五年,东城,安定门,精装,有电梯,西营房,3室1厅,102.41
南 北,中楼层(共5层) 1989年建板楼,2018.05.24,90050,419.9,房屋满五年,东城,安定门,精装,无电梯,上龙西里,2室1厅,46.63
东 南 北,中楼层(共20层) 1982年建塔楼,2018.05.22,100261,770,房屋满五年,东城,安定门,精装,有电梯,安外东河沿,3室1厅,76.8
南 北,低楼层(共6层) 1990年建板楼,2018.05.21,110341,668,房屋满五年,东城,安定门,简装,,青年湖西里,2室1厅,60.54
东 东北,高楼层(共7层) 2002年建板楼,2018.05.21,119797,636,近地铁,东城,安定门,其他,无电梯,永康胡同1号院,1室1厅,53.09
南 西,中楼层(共11层) 2001年建板楼,2018.05.15,105079,569,房屋满两年,东城,安定门,简装,有电梯,车辇店胡同,1室1厅,54.15
南 北,高楼层(共6层) 1979年建板楼,2018.05.15,77836,420,近地铁,东城,安定门,简装,无电梯,外馆东街50号院,2室1厅,53.96
南 北,顶层(共5层) 1980年建板楼,2018.05.15,105512,603,房屋满五年,东城,安定门,简装,无电梯,六铺炕,2室1厅,57.15
南 北,高楼层(共6层) 1985年建板楼,2018.05.15,104065,617,房屋满五年,东城,安定门,简装,,中绦胡同甲2号院,2室1厅,59.29
南 北,底层(共6层) 1975年建板楼,2018.05.14,112851,548,房屋满五年,东城,安定门,其他,无电梯,六铺炕,2室1厅,48.56
东 西,高楼层(共6层) 1997年建板楼,2018.05.14,92673,578,房屋满五年,东城,安定门,简装,无电梯,地兴居,2室1厅,62.37
东,高楼层(共14层) 1989年建塔楼,2018.05.14,103449,453,房屋满五年,东城,安定门,精装,有电梯,安德路乙61号院,1室1厅,43.79
南 北,低楼层(共6层) 1985年建板楼,2018.05.13,104549,643.6,房屋满两年,东城,安定门,简装,,中绦胡同甲2号院,2室1厅,61.56
南,底层(共6层) 1980年建平房,2018.05.12,101571,375,挂牌395万,东城,安定门,其他,,灵光胡同,1室1厅,36.92
南,中楼层(共5层) 1980年建板楼,2018.05.12,92987,350,房屋满五年,东城,安定门,精装,无电梯,青年湖东里,1室1厅,37.64
南 北,低楼层(共6层) 1988年建板楼,2018.05.12,91648,519,房屋满五年,东城,安定门,毛坯,无电梯,青年湖北里,2室1厅,56.63
南,中楼层(共5层) 1986年建板楼,2018.05.10,109580,612,房屋满五年,东城,安定门,简装,,,,
东 西,低楼层(共14层) 1996年建板塔结合,2018.05.10,120404,632,近地铁,东城,安定门,精装,有电梯,青年湖南街,1室1厅,52.49
东,低楼层(共14层) 1989年建板楼,2018.05.10,77279,468,房屋满五年,东城,安定门,简装,有电梯,黄寺大街28号院,2室1厅,60.56
南 北,底层(共6层) 1981年建板楼,2018.05.10,102446,787.5,房屋满五年,东城,安定门,简装,无电梯,安外东河沿,3室1厅,76.87
东,中楼层(共6层) 1984年建板楼,2018.05.09,95371,513,房屋满五年,东城,安定门,简装,无电梯,花园胡同,2室1厅,53.79
南 北,顶层(共3层) 1958年建板楼,2018.05.09,81144,460,房屋满五年,东城,安定门,精装,,安德路55号院,2室0厅,56.69
南,顶层(共6层) 1990年建板楼,2018.05.09,83621,485,近地铁,东城,安定门,其他,无电梯,黄寺大街2号院,2室1厅,58
东南,顶层(共11层) 1983年建板楼,2018.05.09,86493,657,近地铁,东城,安定门,其他,有电梯,安外西河沿,3室1厅,75.96
西,高楼层(共11层) 2000年建板楼,2018.05.09,99799,840,房屋满五年,东城,安定门,其他,有电梯,安德路乙61号院,2室1厅,84.17
西北,中楼层(共17层) 1990年建塔楼,2018.05.09,88482,540,房屋满五年,东城,安定门,精装,有电梯,安德里北街25号院,2室1厅,61.03
南,顶层(共6层) 1990年建板楼,2018.05.08,93013,390,房屋满五年,东城,安定门,简装,无电梯,安德路47号院,1室1厅,41.93
北,高楼层(共22层) 2001年建塔楼,2018.05.08,84625,628,房屋满五年,东城,安定门,精装,有电梯,中景濠庭,1室1厅,74.21
东,高楼层(共11层) 1992年建板塔结合,2018.05.07,99921,628,房屋满五年,东城,安定门,简装,有电梯,鼓楼外大街52号,2室1厅,62.85
南,中楼层(共6层) 1987年建板楼,2018.05.07,118237,507,挂牌510万,东城,安定门,简装,无电梯,安德里北街24号院,1室1厅,42.88
南 北,中楼层(共6层) 1988年建板楼,2018.05.07,88215,488,房屋满五年,东城,安定门,简装,无电梯,,,
南,中楼层(共18层) 1988年建塔楼,2018.05.05,93182,410,房屋满五年,东城,安定门,简装,有电梯,上龙西里,1室1厅,44
西北,底层(共7层) 2002年建板楼,2018.05.04,119232,633,房屋满五年,东城,安定门,其他,无电梯,永康胡同1号院,1室1厅,53.09
东南,高楼层(共18层) 1997年建塔楼,2018.05.04,110323,808,房屋满五年,东城,安定门,简装,有电梯,青年湖北街,2室2厅,73.24
南,高楼层(共12层) 1996年建板塔结合,2018.05.03,95685,470,房屋满五年,东城,安定门,其他,有电梯,青年湖北里,1室1厅,49.12
南,中楼层(共6层) 1981年建板楼,2018.05.03,97003,508,近地铁,东城,安定门,简装,无电梯,宝钞胡同,2室1厅,52.37
